1: EL14_CMN_0001	GMW_CMN_20100929.0076	陕北公学	E0278626	
1653: EL14_CMN_1653	PDA_CMN_20080630.0235	毕节	NIL1284	
1654: EL14_CMN_1654	APW_ENG_20091219.0040	Foreign ministry	NIL1285	
1655: EL14_CMN_1655	bolt-cmn-DF-20-191611-3867651	小习同志	NIL1286	
1656: EL14_CMN_1656	bolt-cmn-DF-20-191610-10951695	毛泽东	E0754615	
1657: EL14_CMN_1657	AFP_ENG_20101126.0339	Joseph Stalin	NIL1287	
1658: EL14_CMN_1658	bolt-cmn-DF-205-185863-573789	宋庆龄	E0487361	
1659: EL14_CMN_1659	bolt-cmn-DF-211-187115-4391521	北大	E0739779	
1660: EL14_CMN_1660	PDA_CMN_20080725.0153	菲尼克斯	NIL1288	
1661: EL14_CMN_1661	bolt-cmn-DF-20-191613-3834101	朱总司令	NIL1289	
1662: EL14_CMN_1662	XIN_CMN_19960609.0045	协和	NIL1290	
1663: EL14_CMN_1663	XIN_CMN_19940619.0108	天津医学院	NIL1291	
1664: EL14_CMN_1664	XIN_CMN_19981121.0032	医科大学	NIL1292	
1665: EL14_CMN_1665	CNS_CMN_20101212.0006	城中	NIL1293	
1666: EL14_CMN_1666	PDA_CMN_20061227.0142	杰斐逊	E0103833	
1667: EL14_CMN_1667	XIN_CMN_19930223.0224	小上海	NIL1294	
1668: EL14_CMN_1668	XIN_CMN_20060916.0055	东北行政学院	NIL1295	
1669: EL14_CMN_1669	AFP_ENG_20100404.0217	Dover	NIL1296	
1670: EL14_CMN_1670	bolt-cmn-DF-205-185863-147969	海峡交流基金会	NIL1297	
1671: EL14_CMN_1671	XIN_CMN_20031128.0015	唐太宗	NIL1298	
1672: EL14_CMN_1672	GMW_CMN_20100720.1164	麦迪	E0668453	
1673: EL14_CMN_1673	XIN_CMN_20060721.0039	萨克拉门托	NIL1299	
1674: EL14_CMN_1674	XIN_ENG_20100706.0454	Northeast Normal University	NIL1300	
1675: EL14_CMN_1675	PDA_CMN_20070407.0095	小辣椒	NIL1301	
1676: EL14_CMN_1676	bolt-cmn-DF-211-187115-4411359	第一吼狮王	NIL1302	
1677: EL14_CMN_1677	bolt-cmn-DF-20-191610-15130031	一汽	NIL1303	
1678: EL14_CMN_1678	AFP_ENG_20100204.0418	foreign ministry	NIL1304	
1679: EL14_CMN_1679	AFP_CMN_20040903.0029	佛州	E0373950	
1680: EL14_CMN_1680	XIN_CMN_20070410.0078	外交部	NIL1305	
1681: EL14_CMN_1681	CNS_CMN_20090822.0066	迈克尔.杰克逊	NIL1306	
1682: EL14_CMN_1682	bolt-cmn-DF-205-185862-681071	梁任公	NIL1307	
1683: EL14_CMN_1683	bolt-cmn-DF-205-185863-576456	孙先生	NIL1308	
1684: EL14_CMN_1684	XIN_CMN_19980922.0152	总工会	NIL1309	
1685: EL14_CMN_1685	XIN_CMN_20020512.0037	东南大学	E0128113	
1686: EL14_CMN_1686	bolt-cmn-DF-211-187111-4499352	残疾人联合会	NIL1310	
1687: EL14_CMN_1687	CNS_CMN_20100917.0841	东北大帅	NIL1311	
1688: EL14_CMN_1688	bolt-eng-DF-203-185933-455866	North Carolina	NIL1312	
1689: EL14_CMN_1689	bolt-cmn-DF-20-191610-15122763	小马哥	NIL1313	
1690: EL14_CMN_1690	XIN_CMN_20060527.0046	广昌	NIL1314	
1691: EL14_CMN_1691	XIN_CMN_20081122.0063	贝拉克·奥巴马	E0566375	
1692: EL14_CMN_1692	PDA_CMN_20100620.0192	总工会	NIL1315	
1693: EL14_CMN_1693	AFP_CMN_20060504.0021	艾德瑞克伍兹	NIL1316	
1694: EL14_CMN_1694	CNS_CMN_20091210.0002	太原	E0208143	
1695: EL14_CMN_1695	PDA_CMN_20080206.0074	阿肯色	E0240539	
1696: EL14_CMN_1696	AFP_ENG_20100120.0809	Massachusetts	E0505048	
1697: EL14_CMN_1697	bolt-cmn-DF-196-185692-2814001	田亮	NIL1317	
1698: EL14_CMN_1698	bolt-cmn-DF-196-185692-2812728	跳水名将	NIL1318	
1699: EL14_CMN_1699	bolt-cmn-DF-205-185872-1158139	Madonna	E0253936	
1700: EL14_CMN_1700	PDA_CMN_20100902.0062	育才	NIL1319	
1701: EL14_CMN_1701	NYT_ENG_20101215.0111	Purdue	NIL1320	
1702: EL14_CMN_1702	bolt-cmn-DF-196-185692-2817262	麦当娜	E0275101	
1703: EL14_CMN_1703	CNS_CMN_20090821.0814	铁榔头	NIL1321	
1704: EL14_CMN_1704	XIN_CMN_19940317.0136	医科大学	NIL1322	
1705: EL14_CMN_1705	CNS_CMN_20091103.0772	冰冰	NIL1323	
1706: EL14_CMN_1706	GMW_CMN_20100720.1134	外星人	NIL1324	
1707: EL14_CMN_1707	CNS_CMN_20100514.0330	陈冲	E0431296	
1708: EL14_CMN_1708	bolt-cmn-DF-211-187145-5005343	妞儿老师	NIL1325	
1709: EL14_CMN_1709	XIN_CMN_19950713.0044	中华全国学生联合会	NIL1326	
1710: EL14_CMN_1710	NYT_ENG_20091103.0196	Children's Hospital Boston	NIL1327	
1711: EL14_CMN_1711	AFP_CMN_20001218.0010	布希	E0564682	
1712: EL14_CMN_1712	PDA_CMN_20101110.0390	东北大学	NIL1328	
1713: EL14_CMN_1713	bolt-eng-DF-199-192833-6940543	Totti	NIL1329	
1714: EL14_CMN_1714	CNS_CMN_20100108.0927	东京	NIL1330	
1715: EL14_CMN_1715	PDA_CMN_20080121.0201	嘉义	NIL1331	
1716: EL14_CMN_1716	bolt-cmn-DF-20-191622-4034417	温家宝	E0542973	
1717: EL14_CMN_1717	XIN_CMN_20050714.0049	外交部	NIL1332	
1718: EL14_CMN_1718	PDA_CMN_20081222.0061	阿诺舒华辛力加	NIL1333	
1719: EL14_CMN_1719	XIN_CMN_20060419.0082	美	E0679687	
1720: EL14_CMN_1720	bolt-cmn-DF-216-192653-16949165	甘肃	E0701874	
1721: EL14_CMN_1721	XIN_CMN_20050207.0096	尉迟恭	NIL1334	
1722: EL14_CMN_1722	AFP_CMN_20091031.0030	史丹佛大学	NIL1335	
1723: EL14_CMN_1723	bolt-cmn-DF-211-187115-4411840	宋美龄	E0562750	
1724: EL14_CMN_1724	bolt-cmn-DF-182-192251-6396474	老习	NIL1336	
1725: EL14_CMN_1725	CNA_CMN_20100101.0029	朝鮮民主主義人民共和國	NIL1337	
1726: EL14_CMN_1726	bolt-eng-DF-203-185940-358929	Hartford	NIL1338	
1727: EL14_CMN_1727	XIN_CMN_20000706.0018	维・威廉姆斯	NIL1339	
1728: EL14_CMN_1728	XIN_CMN_20080425.0248	侨联	NIL1340	
1729: EL14_CMN_1729	CNS_CMN_20100621.0944	光绪皇帝	E0494554	
1730: EL14_CMN_1730	PDA_CMN_20080826.0111	儿童医院	NIL1341	
1731: EL14_CMN_1731	APW_ENG_20090927.0633	Angela Merkel	NIL1342	
1732: EL14_CMN_1732	bolt-cmn-DF-196-185664-2862987	大姚	E0186112	
1733: EL14_CMN_1733	PDA_CMN_20101023.0013	外交部	NIL1343	
1734: EL14_CMN_1734	bolt-cmn-DF-205-185872-1165906	股神	NIL1344	
1735: EL14_CMN_1735	CNS_CMN_20100531.0838	东兴	NIL1345	
1736: EL14_CMN_1736	XIN_CMN_20050116.0089	澳	E0182788	
1737: EL14_CMN_1737	GMW_CMN_20101125.0054	清华大学	E0076817	
1738: EL14_CMN_1738	bolt-cmn-DF-211-187144-4881115	田亮哥	NIL1346	
1739: EL14_CMN_1739	XIN_CMN_20070428.0079	外交部	NIL1347	
1740: EL14_CMN_1740	bolt-cmn-DF-182-192251-6389101	慰亭	NIL1348	
1741: EL14_CMN_1741	bolt-cmn-DF-205-185863-587125	法国新闻社	NIL1349	
1742: EL14_CMN_1742	bolt-cmn-DF-211-187113-3336863	郭德刚	NIL1350	
1743: EL14_CMN_1743	AFP_ENG_20100117.0607	foreign ministry	NIL1351	
1744: EL14_CMN_1744	PDA_CMN_20070501.0030	残联	NIL1352	
1745: EL14_CMN_1745	CNS_CMN_20100528.0445	协和	NIL1353	
1746: EL14_CMN_1746	CNS_CMN_20100913.1086	妇幼保健院	NIL1354	
1747: EL14_CMN_1747	bolt-cmn-DF-21-181074-2172	Wisconsin	NIL1355	
1748: EL14_CMN_1748	CNS_CMN_20100212.0365	温哥华	E0263422	
1749: EL14_CMN_1749	GMW_CMN_20100322.0085	林芝	NIL1356	
1750: EL14_CMN_1750	PDA_CMN_20100530.0227	奶茶	E0419385	
1751: EL14_CMN_1751	XIN_CMN_19990827.0149	铁人	NIL1357	
1752: EL14_CMN_1752	bolt-cmn-DF-211-187113-3289866	范志毅	E0723165	
1753: EL14_CMN_1753	CNS_CMN_20101008.0488	永顺	NIL1358	
1754: EL14_CMN_1754	XIN_CMN_20081218.0209	东山	NIL1359	
1755: EL14_CMN_1755	XIN_CMN_20041104.0128	威廉姆斯	NIL1360	
1756: EL14_CMN_1756	AFP_CMN_20040606.0007	老布希	NIL1361	
1757: EL14_CMN_1757	XIN_CMN_20060326.0038	库车王	NIL1362	
1758: EL14_CMN_1758	PDA_CMN_20100903.0080	陈港生	NIL1363	
1759: EL14_CMN_1759	AFP_CMN_20050418.0022	猫王	E0273911	
1760: EL14_CMN_1760	PDA_CMN_20081115.0036	麻生	NIL1364	
1761: EL14_CMN_1761	XIN_CMN_20060612.0250	秀英	NIL1365	
1762: EL14_CMN_1762	XIN_CMN_20100719.0239	留美预备学校	NIL1366	
1763: EL14_CMN_1763	bolt-cmn-DF-211-187115-4411872	孙夫人	NIL1367	
1764: EL14_CMN_1764	bolt-cmn-DF-205-185872-1180300	Britney Spears	E0702628	
1765: EL14_CMN_1765	XIN_CMN_19970131.0154	飞人	NIL1368	
1766: EL14_CMN_1766	APW_ENG_20100106.1296	VOA	NIL1369	
1767: EL14_CMN_1767	AFP_CMN_20100318.0048	堪萨斯大学	E0803271	
1768: EL14_CMN_1768	XIN_CMN_20070512.0153	蒙大拿	NIL1370	
1769: EL14_CMN_1769	XIN_CMN_20070929.0082	国立第四中 山大学医学院	NIL1371	
1770: EL14_CMN_1770	CNS_CMN_20100312.0066	常凯申	NIL1372	
1771: EL14_CMN_1771	AFP_CMN_20100409.0043	小皇帝	NIL1373	
1772: EL14_CMN_1772	bolt-eng-DF-170-181122-8793930	Afghanistan	NIL1374	
1773: EL14_CMN_1773	bolt-eng-DF-170-181103-8898432	the States	NIL1375	
1774: EL14_CMN_1774	XIN_CMN_20011227.0165	白云	NIL1376	
1775: EL14_CMN_1775	CNA_ENG_20100510.0042	Zhou Enlai	NIL1377	
1776: EL14_CMN_1776	bolt-cmn-DF-196-185692-2816786	康永哥	NIL1378	
1777: EL14_CMN_1777	GMW_CMN_20100428.0208	美协	NIL1379	
1778: EL14_CMN_1778	XIN_CMN_19991229.0036	残联	NIL1380	
1779: EL14_CMN_1779	bolt-cmn-DF-205-185858-1364807	邓小平	E0538070	
1780: EL14_CMN_1780	bolt-cmn-DF-20-191610-10951585	金正恩	NIL1381	
1781: EL14_CMN_1781	XIN_CMN_19930916.0075	明太祖	NIL1382	
1782: EL14_CMN_1782	CNS_CMN_20091112.0362	作协	NIL1383	
1783: EL14_CMN_1783	AFP_CMN_20100119.0035	小威	E0789399	
1784: EL14_CMN_1784	AFP_ENG_20100520.0902	Mississippi	E0530900	
1785: EL14_CMN_1785	bolt-cmn-DF-21-181169-71386	朱洪武	NIL1384	
1786: EL14_CMN_1786	XIN_CMN_19930515.0092	文联	NIL1385	
1787: EL14_CMN_1787	bolt-cmn-DF-21-181074-2172	喀布尔	NIL1386	
1788: EL14_CMN_1788	XIN_CMN_20040619.0132	越南社会主义共和国	NIL1387	
1789: EL14_CMN_1789	APW_ENG_20090826.1209	Ricky Rubio	NIL1388	
1790: EL14_CMN_1790	AFP_ENG_20090929.0145	foreign ministry	NIL1389	
1791: EL14_CMN_1791	bolt-cmn-DF-205-185862-185093	万峰	NIL1390	
1792: EL14_CMN_1792	APW_ENG_20090819.0027	Britney Spears	E0702628	
1793: EL14_CMN_1793	XIN_CMN_19960719.0081	城北	NIL1391	
1794: EL14_CMN_1794	XIN_CMN_20080805.0311	恩施	NIL1392	
1795: EL14_CMN_1795	bolt-cmn-DF-205-185872-1171744	哈莉·贝瑞	E0288908	
1796: EL14_CMN_1796	AFP_CMN_20061229.0038	海珊	E0119967	
1797: EL14_CMN_1797	bolt-cmn-DF-205-185862-200147	国际足联	E0679734	
1798: EL14_CMN_1798	bolt-cmn-DF-205-185862-166519	红会	NIL1393	
1799: EL14_CMN_1799	XIN_CMN_19960322.0084	威廉姆斯	NIL1394	
1800: EL14_CMN_1800	CNS_CMN_20100428.0555	育才	NIL1395	
1801: EL14_CMN_1801	bolt-cmn-DF-20-191610-2216368	薄书记	NIL1396	
1802: EL14_CMN_1802	XIN_CMN_20020615.0056	樱花之国	NIL1397	
1803: EL14_CMN_1803	XIN_CMN_20070531.0020	通用电气公司	E0548088	
1804: EL14_CMN_1804	XIN_ENG_20091110.0038	Ryde	NIL1398	
1805: EL14_CMN_1805	PDA_CMN_20070206.0092	总工 会	NIL1399	
1806: EL14_CMN_1806	XIN_CMN_20060720.0033	妇幼保健院	NIL1400	
1807: EL14_CMN_1807	PDA_CMN_20100429.0563	鼓楼	NIL1401	
1808: EL14_CMN_1808	CNS_CMN_20100324.0527	妇幼保健院	NIL1402	
1809: EL14_CMN_1809	bolt-cmn-DF-20-191613-3834856	湖南	E0523953	
1810: EL14_CMN_1810	XIN_CMN_19920610.0182	泰国	E0538995	
1811: EL14_CMN_1811	bolt-cmn-DF-20-191611-3888294	平儿	NIL1403	
1812: EL14_CMN_1812	CNS_CMN_20100105.0877	郭小四	NIL1404	
1813: EL14_CMN_1813	bolt-cmn-DF-20-191613-3838174	老邓	NIL1405	
1814: EL14_CMN_1814	PDA_CMN_20080917.0107	大使馆	NIL1406	
1815: EL14_CMN_1815	CNS_CMN_20100108.0893	澳门	E0304185	
1816: EL14_CMN_1816	bolt-cmn-DF-21-181169-80388	闪电侠	NIL1407	
1817: EL14_CMN_1817	bolt-cmn-DF-196-185692-2807024	沈殿霞	E0225564	
1818: EL14_CMN_1818	XIN_CMN_20011116.0025	李娜	NIL1408	
1819: EL14_CMN_1819	bolt-cmn-DF-205-185858-1357887	北约	E0346619	
1820: EL14_CMN_1820	CNS_CMN_20100430.0539	威廉姆斯	NIL1409	
1821: EL14_CMN_1821	bolt-cmn-DF-196-185692-2812036	范冰冰	E0352182	
1822: EL14_CMN_1822	XIN_CMN_19960322.0084	约翰・威廉姆斯	NIL1410	
1823: EL14_CMN_1823	XIN_ENG_20100129.0214	Embassy	NIL1411	
1824: EL14_CMN_1824	PDA_CMN_20070427.0184	基辛格	E0144088	
1825: EL14_CMN_1825	CNS_CMN_20100829.0023	大寨	NIL1412	
1826: EL14_CMN_1826	APW_ENG_20100802.0400	University of Florida	NIL1413	
1827: EL14_CMN_1827	bolt-cmn-DF-182-192249-6417681	迈克儿杰克逊	NIL1414	
1828: EL14_CMN_1828	AFP_ENG_20090910.0361	Canada	E0273299	
1829: EL14_CMN_1829	XIN_CMN_20070808.0269	聂卫平	E0583883	
1830: EL14_CMN_1830	bolt-cmn-DF-211-187119-4788255	哈利·贝瑞	NIL1415	
1831: EL14_CMN_1831	bolt-eng-DF-170-181103-8885209	iraq	NIL1416	
1832: EL14_CMN_1832	XIN_CMN_19990130.0025	新乐	NIL1417	
1833: EL14_CMN_1833	XIN_ENG_20091007.0219	Tsinghua University	NIL1418	
1834: EL14_CMN_1834	GMW_CMN_20101018.0073	汉卿	NIL1419	
1835: EL14_CMN_1835	bolt-cmn-DF-205-185872-1186118	大嘴	NIL1420	
1836: EL14_CMN_1836	XIN_CMN_20100217.0180	平川	NIL1421	
1837: EL14_CMN_1837	XIN_CMN_20040217.0213	无锡	NIL1422	
1838: EL14_CMN_1838	PDA_CMN_20070624.0058	微笑老萧	NIL1423	
1839: EL14_CMN_1839	XIN_CMN_19930531.0054	秀英	NIL1424	
1840: EL14_CMN_1840	bolt-cmn-DF-205-185858-1376730	天竺	E0031352	
1841: EL14_CMN_1841	PDA_CMN_20070106.0040	蒋公	NIL1425	
1842: EL14_CMN_1842	bolt-eng-DF-212-191667-3079726	Guizhou	NIL1426	
1843: EL14_CMN_1843	bolt-cmn-DF-205-185863-150667	马	E0362914	
1844: EL14_CMN_1844	APW_ENG_20090719.0610	Boise	NIL1427	
1845: EL14_CMN_1845	bolt-cmn-DF-20-191611-3859947	小布什	E0819391	
1846: EL14_CMN_1846	PDA_CMN_20070711.0264	萧万长	NIL1428	
1847: EL14_CMN_1847	bolt-cmn-DF-211-187152-4439797	林丹	E0047642	
1848: EL14_CMN_1848	XIN_CMN_19920130.0094	总工会	NIL1429	
1849: EL14_CMN_1849	AFP_CMN_20040213.0018	麦可杰克森	NIL1430	
1850: EL14_CMN_1850	AFP_CMN_20081228.0025	太原	E0208143	
1851: EL14_CMN_1851	XIN_CMN_19920609.0204	总工会	NIL1431	
1852: EL14_CMN_1852	bolt-eng-DF-170-181114-9024741	Anyang	NIL1432	
1853: EL14_CMN_1853	CNS_CMN_20100408.0459	儿童医院	NIL1433	
1854: EL14_CMN_1854	CNA_CMN_20100428.0009	張作霖	NIL1434	
1855: EL14_CMN_1855	XIN_CMN_20061031.0294	加内特	NIL1435	
1856: EL14_CMN_1856	XIN_CMN_20080214.0266	伊利诺伊	NIL1436	
1857: EL14_CMN_1857	CNS_CMN_20100825.0251	邱毅	NIL1437	
1858: EL14_CMN_1858	XIN_CMN_19930223.0224	南通	NIL1438	
1859: EL14_CMN_1859	PDA_CMN_20070409.0105	青联	NIL1439	
1860: EL14_CMN_1860	bolt-cmn-DF-213-191700-4683101	洛城	NIL1440	
1861: EL14_CMN_1861	bolt-cmn-DF-182-192251-16243205	涛哥	NIL1441	
1862: EL14_CMN_1862	bolt-cmn-DF-20-191611-3863324	马哥	NIL1442	
1863: EL14_CMN_1863	bolt-cmn-DF-205-185863-589835	宋子文	NIL1443	
1864: EL14_CMN_1864	XIN_CMN_20071219.0177	韩国	E0315956	
1865: EL14_CMN_1865	XIN_CMN_20080205.0290	亚拉巴马	NIL1444	
1866: EL14_CMN_1866	PDA_CMN_20071013.0003	沈殿霞	E0225564	
1867: EL14_CMN_1867	GMW_CMN_20100312.0357	大通	NIL1445	
1868: EL14_CMN_1868	GMW_CMN_20101105.0029	梁任公	NIL1446	
1869: EL14_CMN_1869	bolt-cmn-DF-205-185872-1171744	NICOLE KIDMAN	NIL1447	
1870: EL14_CMN_1870	CNS_CMN_20100429.0804	戴笠	NIL1448	
1871: EL14_CMN_1871	CNS_CMN_20100220.0132	外交部	NIL1449	
1872: EL14_CMN_1872	bolt-cmn-DF-216-192653-3812154	澳洲	E0182788	
1873: EL14_CMN_1873	XIN_CMN_20081003.0104	富国银行	NIL1450	
1874: EL14_CMN_1874	XIN_CMN_19930513.0252	梁山	NIL1451	
1875: EL14_CMN_1875	bolt-eng-DF-199-192780-6923732	New Jersey	E0769300	
1876: EL14_CMN_1876	bolt-cmn-DF-205-185863-147975	马娘	NIL1452	
1877: EL14_CMN_1877	CNA_CMN_20100622.0283	瓜哥	NIL1453	
1878: EL14_CMN_1878	APW_ENG_20100916.0018	Tyson	NIL1454	
1879: EL14_CMN_1879	XIN_CMN_20050910.0101	中国共产党	E0697070	
1880: EL14_CMN_1880	XIN_ENG_20090930.0406	Zhu De	NIL1455	
1881: EL14_CMN_1881	bolt-cmn-DF-205-185867-806418	美联储	E0191767	
1882: EL14_CMN_1882	PDA_CMN_20100403.0096	作协	NIL1456	
1883: EL14_CMN_1883	XIN_CMN_19970224.0031	小平爷爷	NIL1457	
1884: EL14_CMN_1884	APW_ENG_20101121.0610	Zidane	NIL1458	
1885: EL14_CMN_1885	bolt-cmn-DF-205-185862-197555	老薄	NIL1459	
1886: EL14_CMN_1886	CNS_CMN_20100822.0073	台湾之子	NIL1460	
1887: EL14_CMN_1887	XIN_CMN_19971009.0106	儿童医院	NIL1461	
1888: EL14_CMN_1888	bolt-cmn-DF-182-192251-16244538	俞启威	NIL1462	
1889: EL14_CMN_1889	bolt-cmn-DF-216-192662-6494221	豫	E0141397	
1890: EL14_CMN_1890	XIN_CMN_19980731.0025	大使馆	NIL1463	
1891: EL14_CMN_1891	CNS_CMN_20101007.0084	外交部	NIL1464	
1892: EL14_CMN_1892	bolt-cmn-DF-196-185692-2816754	麦当娜	E0275101	
1893: EL14_CMN_1893	XIN_CMN_19930605.0084	残联	NIL1465	
1894: EL14_CMN_1894	XIN_CMN_20070924.0113	辉瑞	E0063567	
1895: EL14_CMN_1895	bolt-eng-DF-215-192305-7164966	Tennessee	NIL1466	
1896: EL14_CMN_1896	AFP_ENG_20101231.0175	United Kingdom of Great Britain and Northern Ireland	NIL1467	
1897: EL14_CMN_1897	AFP_CMN_20081111.0001	房利美	E0612876	
1898: EL14_CMN_1898	PDA_CMN_20101210.0077	残联	NIL1468	
1899: EL14_CMN_1899	XIN_ENG_20091111.0362	Lang Ping	NIL1469	
1900: EL14_CMN_1900	PDA_CMN_20091028.0358	大使馆	NIL1470	
1901: EL14_CMN_1901	XIN_CMN_19931129.0119	通州	NIL1471	
1902: EL14_CMN_1902	AFP_CMN_20051220.0018	拉登	E0484023	
1903: EL14_CMN_1903	bolt-cmn-DF-211-187113-3322080	英明领袖	NIL1472	
1904: EL14_CMN_1904	bolt-cmn-DF-21-181074-2172	佛罗里达	E0373950	
1905: EL14_CMN_1905	PDA_CMN_20070413.0134	总工会	NIL1473	
1906: EL14_CMN_1906	bolt-cmn-DF-182-192251-6382380	韩寒	NIL1474	
1907: EL14_CMN_1907	AFP_ENG_20100128.0240	da Vinci	NIL1475	
1908: EL14_CMN_1908	bolt-eng-DF-201-185520-350909	Dow Jones	NIL1476	
1909: EL14_CMN_1909	APW_ENG_20100523.0732	Louisiana	NIL1477	
1910: EL14_CMN_1910	bolt-eng-DF-170-181137-9033624	Penny	NIL1478	
1911: EL14_CMN_1911	PDA_CMN_20070329.0027	汉卿	NIL1479	
1912: EL14_CMN_1912	bolt-eng-DF-170-181103-8910350	World Trade Organization	NIL1480	
1913: EL14_CMN_1913	XIN_ENG_20100630.0358	Li Ning	NIL1481	
1914: EL14_CMN_1914	XIN_ENG_20100615.0369	embassy	NIL1482	
1915: EL14_CMN_1915	bolt-cmn-DF-205-185873-946447	小猪	NIL1483	
1916: EL14_CMN_1916	CNS_CMN_20100110.0008	小崔	NIL1484	
1917: EL14_CMN_1917	bolt-cmn-DF-196-185692-2813032	贺军翔	NIL1485	
1918: EL14_CMN_1918	AFP_ENG_20100521.0569	Japan	E0277375	
1919: EL14_CMN_1919	PDA_CMN_20091106.0309	华盛顿	NIL1486	
1920: EL14_CMN_1920	XIN_CMN_20080425.0248	侨联	NIL1487	
1921: EL14_CMN_1921	CNA_CMN_20100915.0135	高雄	E0517428	
1922: EL14_CMN_1922	XIN_CMN_20070226.0231	海阳	NIL1488	
1923: EL14_CMN_1923	bolt-cmn-DF-182-192250-6406149	朱德	E0128070	
1924: EL14_CMN_1924	XIN_CMN_20001010.0044	杰斐逊城	NIL1489	
1925: EL14_CMN_1925	APW_ENG_20101202.0694	Iowa	NIL1490	
1926: EL14_CMN_1926	XIN_CMN_19980731.0025	大使馆	NIL1491	
1927: EL14_CMN_1927	CNS_CMN_20100205.0135	张勋	NIL1492	
1928: EL14_CMN_1928	CNS_CMN_20101102.0603	汉卿	NIL1493	
1929: EL14_CMN_1929	bolt-cmn-DF-216-192654-6873079	河南	E0141397	
1930: EL14_CMN_1930	bolt-cmn-DF-20-191622-4021525	薄哥	NIL1494	
1931: EL14_CMN_1931	bolt-cmn-DF-196-185692-2807397	汤姆-汉克斯	NIL1495	
1932: EL14_CMN_1932	XIN_CMN_20030503.0037	北宁	NIL1496	
1933: EL14_CMN_1933	CNS_CMN_20100407.1110	郊	NIL1497	
1934: EL14_CMN_1934	bolt-cmn-DF-211-187111-4476820	朝中社	E0790472	
1935: EL14_CMN_1935	CNS_CMN_20100427.1051	妇幼保健院	NIL1498	
1936: EL14_CMN_1936	XIN_CMN_19931018.0032	海阳	NIL1499	
1937: EL14_CMN_1937	bolt-cmn-DF-196-185692-2817279	蔡康永	E0083417	
1938: EL14_CMN_1938	bolt-cmn-DF-196-185692-2810220	姚明	E0489454	
1939: EL14_CMN_1939	AFP_ENG_20091002.0234	Tokyo	NIL1500	
1940: EL14_CMN_1940	bolt-cmn-DF-205-185862-195451	妇联	NIL1501	
1941: EL14_CMN_1941	CNS_CMN_20100106.0878	周立波	NIL1502	
1942: EL14_CMN_1942	XIN_CMN_19960822.0124	文联	NIL1503	
1943: EL14_CMN_1943	AFP_CMN_20031119.0003	麻州	E0505048	
1944: EL14_CMN_1944	bolt-cmn-DF-196-185692-2815696	哥哥	E0664546	
1945: EL14_CMN_1945	CNS_CMN_20100514.0859	西安大略大学	E0789117	
1946: EL14_CMN_1946	XIN_CMN_19950819.0147	协和	NIL1504	
1947: EL14_CMN_1947	eng-NG-31-107925-8922636	Guangzhou	NIL1505	
1948: EL14_CMN_1948	AFP_CMN_20070401.0012	城中	NIL1506	
1949: EL14_CMN_1949	bolt-cmn-DF-20-191610-2207193	温家宝	E0542973	
1950: EL14_CMN_1950	bolt-cmn-DF-211-187150-3887386	霍华德	E0372728	
1951: EL14_CMN_1951	XIN_CMN_19980731.0025	大使馆	NIL1507	
1952: EL14_CMN_1952	AFP_CMN_20100322.0025	小罗斯福	NIL1508	
1953: EL14_CMN_1953	AFP_ENG_20100701.0317	foreign ministry	NIL1509	
1954: EL14_CMN_1954	XIN_CMN_20040623.0244	麦克格雷迪	NIL1510	
1955: EL14_CMN_1955	XIN_CMN_20071127.0227	马里兰	NIL1511	
1956: EL14_CMN_1956	XIN_CMN_20060211.0113	威廉姆斯	NIL1512	
1957: EL14_CMN_1957	XIN_CMN_20000111.0040	米卢蒂诺维奇	NIL1513	
1958: EL14_CMN_1958	WPB_ENG_20101104.0048	Franklin D. Roosevelt	E0619582	
1959: EL14_CMN_1959	bolt-eng-DF-170-181110-8766312	Chinese Academy of Sciences	NIL1514	
1960: EL14_CMN_1960	CNS_CMN_20100420.0154	陈菊	NIL1515	
1961: EL14_CMN_1961	bolt-cmn-DF-205-185872-1176892	布兰妮·斯皮尔斯	E0702628	
1962: EL14_CMN_1962	XIN_CMN_20040312.0121	中国人民政治协商会议	E0115653	
1963: EL14_CMN_1963	XIN_ENG_20100626.0033	foreign ministry	NIL1516	
1964: EL14_CMN_1964	AFP_ENG_20090618.0746	India	E0031352	
1965: EL14_CMN_1965	PDA_CMN_20090816.0083	范美忠	NIL1517	
1966: EL14_CMN_1966	XIN_CMN_19970824.0042	花园之国	NIL1518	
1967: EL14_CMN_1967	bolt-cmn-DF-205-185872-1171744	CATE BLANCHETT	NIL1519	
1968: EL14_CMN_1968	CNS_CMN_20100825.0132	汉	NIL1520	
1969: EL14_CMN_1969	XIN_CMN_19940620.0163	外交部	NIL1521	
1970: EL14_CMN_1970	APW_ENG_20091029.0112	Shelden Williams	NIL1522	
1971: EL14_CMN_1971	XIN_CMN_19940620.0097	海城	NIL1523	
1972: EL14_CMN_1972	XIN_ENG_20101017.0103	Michigan	NIL1524	
1973: EL14_CMN_1973	XIN_ENG_20090920.0229	Chinese People's Political Consultative Conference	NIL1525	
1974: EL14_CMN_1974	CNS_CMN_20091221.0460	毛委员	NIL1526	
1975: EL14_CMN_1975	PDA_CMN_20100306.0034	苏有朋	E0307834	
1976: EL14_CMN_1976	XIN_CMN_20070424.0209	外交部	NIL1527	
1977: EL14_CMN_1977	PDA_CMN_20070907.0030	中央电视台	E0793445	
1978: EL14_CMN_1978	XIN_CMN_20080122.0205	外交部	NIL1528	
